date,split,exercise_id,exercise,set,reps,weight_lb,muscle,role
2026-06-20,push,ex32,Incline Dumbbell Bench Press,3,10,52.5,Deltoids,secondary
2026-06-20,push,ex31,TRX Push-up,1,12,,Pectoralis,primary
2026-06-20,push,ex31,TRX Push-up,1,12,,Triceps,secondary
2026-06-20,push,ex31,TRX Push-up,1,12,,Deltoids,secondary
2026-06-20,push,ex31,TRX Push-up,1,12,,Core,secondary
2026-06-20,push,ex31,TRX Push-up,2,12,,Pectoralis,primary
2026-06-20,push,ex31,TRX Push-up,2,12,,Triceps,secondary
2026-06-20,push,ex31,TRX Push-up,2,12,,Deltoids,secondary
2026-06-20,push,ex31,TRX Push-up,2,12,,Core,secondary
2026-06-20,push,ex31,TRX Push-up,3,15,,Pectoralis,primary
2026-06-20,push,ex31,TRX Push-up,3,15,,Triceps,secondary
2026-06-20,push,ex31,TRX Push-up,3,15,,Deltoids,secondary
2026-06-20,push,ex31,TRX Push-up,3,15,,Core,secondary
2026-06-20,push,ex33,Dips,1,7,,Pectoralis,primary
2026-06-20,push,ex33,Dips,1,7,,Triceps,primary
2026-06-20,push,ex33,Dips,1,7,,Deltoids,secondary
2026-06-20,push,ex33,Dips,2,8,,Pectoralis,primary
2026-06-20,push,ex33,Dips,2,8,,Triceps,primary
2026-06-20,push,ex33,Dips,2,8,,Deltoids,secondary
2026-06-20,push,ex33,Dips,3,6,,Pectoralis,primary
2026-06-20,push,ex33,Dips,3,6,,Triceps,primary
2026-06-20,push,ex33,Dips,3,6,,Deltoids,secondary
2026-06-20,push,ex05,Single-Arm Shoulder Press,1,12,20/25/25,Deltoids,primary
2026-06-20,push,ex05,Single-Arm Shoulder Press,1,12,20/25/25,Triceps,secondary
2026-06-20,push,ex05,Single-Arm Shoulder Press,2,10,20/25/25,Deltoids,primary
2026-06-20,push,ex05,Single-Arm Shoulder Press,2,10,20/25/25,Triceps,secondary
2026-06-20,push,ex05,Single-Arm Shoulder Press,3,9,20/25/25,Deltoids,primary
2026-06-20,push,ex05,Single-Arm Shoulder Press,3,9,20/25/25,Triceps,secondary
2026-06-20,push,ex40,TRX Tricep Extension,1,12,,Triceps,primary
2026-06-20,push,ex40,TRX Tricep Extension,1,12,,Core,secondary
2026-06-20,push,ex40,TRX Tricep Extension,2,12,,Triceps,primary
2026-06-20,push,ex40,TRX Tricep Extension,2,12,,Core,secondary
2026-06-20,push,ex40,TRX Tricep Extension,3,10,,Triceps,primary
2026-06-20,push,ex40,TRX Tricep Extension,3,10,,Core,secondary
2026-06-19,legs,ex12,Kettlebell Goblet Squat,1,17,,Quadriceps,primary
2026-06-19,legs,ex12,Kettlebell Goblet Squat,1,17,,Glutes,primary
2026-06-19,legs,ex12,Kettlebell Goblet Squat,1,17,,Core,secondary
2026-06-19,legs,ex12,Kettlebell Goblet Squat,2,20,,Quadriceps,primary
2026-06-19,legs,ex12,Kettlebell Goblet Squat,2,20,,Glutes,primary
2026-06-19,legs,ex12,Kettlebell Goblet Squat,2,20,,Core,secondary
2026-06-19,legs,ex15,Calf Raise,,,,Calves,primary
2026-06-19,legs,ex35,Glute Bridge,,,,Glutes,primary
2026-06-19,legs,ex35,Glute Bridge,,,,Hamstrings,secondary
